2025-06-13 10:23:45.746763,192.168.1.225,192.168.0.105,suspicious_tcp,bad,allow,-1
2025-06-13 10:23:45.778236,192.168.1.240,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:45.815796,192.168.1.244,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:45.851661,192.168.1.226,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:45.886174,192.168.1.92,192.168.0.105,suspicious_tcp,bad,allow,-1
2025-06-13 10:23:45.918655,192.168.1.155,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:45.962919,192.168.1.116,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:45.998489,192.168.1.68,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.030642,192.168.1.178,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.066359,192.168.1.199,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.098856,192.168.1.74,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.134815,192.168.1.232,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.174850,192.168.1.112,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.210963,192.168.1.81,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.246520,192.168.1.167,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.278383,192.168.1.54,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.310772,192.168.1.162,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.342910,192.168.1.50,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.374569,192.168.1.94,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.406230,192.168.1.160,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.438562,192.168.1.205,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.470432,192.168.1.70,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.506220,192.168.1.165,192.168.0.105,suspicious_tcp,bad,allow,-1
2025-06-13 10:23:46.546968,192.168.1.244,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.578673,192.168.1.245,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.614441,192.168.1.105,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.646408,192.168.1.150,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.682572,192.168.1.21,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.718236,192.168.1.251,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.754321,192.168.1.23,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.786457,192.168.1.91,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.818745,192.168.1.216,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.854272,192.168.1.48,192.168.0.105,suspicious_tcp,bad,allow,-1
2025-06-13 10:23:46.886301,192.168.1.16,192.168.0.105,suspicious_tcp,bad,allow,-1
2025-06-13 10:23:46.918470,192.168.1.200,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.950756,192.168.1.169,192.168.0.105,suspicious_tcp,bad,block,1
2025-06-13 10:23:46.982225,192.168.1.35,192.168.0.105,suspicious_tcp,bad,block,1
