2025-06-04 23:29:20.528698 | 192.168.1.114 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.568267 | 192.168.1.135 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.606160 | 192.168.1.174 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.644794 | 192.168.1.73 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.680035 | 192.168.1.161 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.720685 | 192.168.1.216 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.755848 | 192.168.1.63 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.792661 | 192.168.1.66 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.831986 | 192.168.1.53 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.888775 | 192.168.1.21 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.922316 | 192.168.1.159 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.958438 | 192.168.1.245 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:20.992100 | 192.168.1.243 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.033809 | 192.168.1.228 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.106490 | 192.168.1.85 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.141901 | 192.168.1.238 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.180578 | 192.168.1.190 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.221858 | 192.168.1.25 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.263181 | 192.168.1.151 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.301346 | 192.168.1.29 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.345514 | 192.168.1.91 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.384885 | 192.168.1.176 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.420731 | 192.168.1.97 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.472224 | 192.168.1.67 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.505421 | 192.168.1.106 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.544746 | 192.168.1.161 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.591964 | 192.168.1.56 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.649892 | 192.168.1.215 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.687697 | 192.168.1.17 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.724048 | 192.168.1.55 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.763129 | 192.168.1.19 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.800040 | 192.168.1.152 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.831884 | 192.168.1.53 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.869573 | 192.168.1.67 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.923556 | 192.168.1.185 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:21.972893 | 192.168.1.221 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.016076 | 192.168.1.66 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.060252 | 192.168.1.144 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.105036 | 192.168.1.40 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.148289 | 192.168.1.206 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.180531 | 192.168.1.190 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.220209 | 192.168.1.34 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.259250 | 192.168.1.127 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.298576 | 192.168.1.154 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.340859 | 192.168.1.242 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.376405 | 192.168.1.51 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.416392 | 192.168.1.11 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.447739 | 192.168.1.242 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.485465 | 192.168.1.247 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.518109 | 192.168.1.210 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.550352 | 192.168.1.30 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.586858 | 192.168.1.41 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.619911 | 192.168.1.56 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.659535 | 192.168.1.46 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.697759 | 192.168.1.62 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.740093 | 192.168.1.43 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.776594 | 192.168.1.108 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.818261 | 192.168.1.100 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.872681 | 192.168.1.190 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.909408 | 192.168.1.220 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.952189 | 192.168.1.235 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:22.988834 | 192.168.1.188 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.036394 | 192.168.1.126 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.072119 | 192.168.1.15 → 192.168.0.105 | Suspicious SYN packet
2025-06-04 23:29:23.109456 | 192.168.1.112 → 192.168.0.105 | Suspicious SYN packet
